Funding_per_contributor,Funding_per_milestone,Status_numeric,average_milestone_duration,average_milestone_duration_days,milestone_days_duration,first_milestone_date,funding_duration_days,last_funding_date,first_funding_date,Is Duplicate Row?,Status,years_from_first_to_last_milestone,last_milestone_date,amount_milestones,Funding_total_size,Fundingrounds,Fundingtotal,LocalCode:42,Name,state,city,zip_code_no_null,latitude,longitude,OfficeAddress_no_null,FoundingDate,closedDate,acquiredDate,BusinessField,NumContributors,NumPartners,company_id_corrected
4975000,3316666,1,3,1308,3,11.09.2008,2646,03.05.2010,03.12.2007,Unique,Successful (Acquired),4,11.04.2012,3,Medium (2M+),3,9950000,137,drop.io,NY,Brooklyn,11201,"40,70276","-73,986668",Unknown,26.11.2007,,28.07.2017,education,2,15,1491
49008830,49008830,0,1,0,1,01.08.2010,7968,30.01.2012,11.06.2008,Unique,Failed,0,01.08.2010,1,Medium-High (10M+),6,49008830,414,Limerick BioPharma,CA,South San Francisco,94080,"37,658713","-122,399382",Unknown,01.01.2004,31.05.2018,,biotech,1,4,24681
6940000,8675000,1,4,1296,4,18.05.2010,12180,23.07.2012,01.01.2007,Unique,Successful (Acquired),3,03.12.2013,4,Medium-High (10M+),6,34700000,31,Mashery,CA,San Francisco,94103,"37,7870842","-122,4038047",Unknown,01.05.2006,,21.07.2016,enterprise,5,37,109
12100000,12100000,0,2,78,2,01.11.2010,6232,12.05.2011,04.02.2007,Unique,Failed,1,18.01.2011,2,Medium-High (10M+),4,24200000,141,Exit41,MA,Andover,1810,"42,6555302","-71,1455618",Unknown,01.01.1999,01.11.2015,,software,2,11,14993
1760000,2933333,1,3,1632,3,25.05.2009,0,26.05.2009,26.05.2009,Unique,Successful (Acquired),4,13.11.2013,3,Medium (2M+),1,8800000,33,LogLogic,CA,San Jose,95134,"37,4155698","-121,9486567",Unknown,01.01.2002,,01.01.2015,security,5,15,10915
1213066,0,0,,,,,806,08.07.2011,31.05.2010,Unique,Failed,,,,Small Investment (<2M),2,1213066,872,Lama Lab,PA,Pittsburgh,15213,"40,441694","-79,990086",Pittsburgh PA 15213,01.01.2009,12.08.2017,,enterprise,1,0,51623
5000000,5000000,1,2,960,2,01.01.2008,0,15.12.2005,15.12.2005,Unique,Successful (Acquired),2,17.08.2010,2,Medium-High (10M+),1,10000000,403,Fortify Software,CA,San Mateo,94404,"37,560781","-122,284114",Unknown,01.10.2002,,08.01.2019,software,2,11,2395
6000000,6000000,1,2,1004,2,01.01.2010,2844,05.10.2010,01.03.2008,Unique,Successful (Acquired),2,01.10.2012,2,Medium-High (10M+),3,12000000,1059,Viewdle,CA,Palo Alto,95128,"37,445586","-122,161929",Palo Alto CA 95128,01.01.2006,,03.06.2015,analytics,2,13,765
41000000,20500000,1,2,1188,2,30.09.2008,6520,17.02.2011,01.09.2006,Unique,Successful (Acquired),4,01.01.2012,2,Medium-High (10M+),4,41000000,1136,Sermo,MA,Cambridge,2142,"42,364367","-71,078978",Unknown,01.01.2006,,08.04.2016,health,1,15,934
1000000,5000000,0,1,0,1,01.01.2006,0,18.04.2005,18.04.2005,Unique,Failed,0,01.01.2006,1,Medium (2M+),1,5000000,944,MessageGate,WA,Bellevue,98004,"47,614422","-122,192337",Bellevue WA 98004,01.01.2001,22.03.2017,,software,5,3,58998
1900000,0,0,,,,,0,27.08.2008,27.08.2008,Unique,Failed,,,,Small Investment (<2M),1,1900000,553,Natural Cleaners Colorado,CO,Avon,81620,"39,6350086","-106,5213459",Unknown,01.01.2005,08.07.2019,,other,1,0,31452
200000,333333,1,3,423,3,01.06.2009,182,16.07.2009,16.04.2009,Unique,Successful (Acquired),1,28.07.2010,3,Small Investment (<2M),2,1000000,345,Home-Account,CA,San Francisco,94107,"37,778551","-122,391686",Unknown,01.11.2008,,08.01.2016,finance,5,5,20637
4000000,1000000,1,4,2872,4,03.11.2005,0,01.01.2006,01.01.2006,Unique,Successful (Acquired),8,12.09.2013,4,Medium (2M+),1,4000000,1032,GrandCentral,CA,Fremont,94538,"37,465645","-121,932202",Unknown,01.04.2006,,21.02.2015,mobile,1,9,72
457282,228641,0,2,566,2,01.08.2008,4921,04.12.2009,01.01.2008,Unique,Failed,2,17.02.2010,2,Small Investment (<2M),7,457282,555,AccelGolf,MA,Cambridge,2138,"42,3751","-71,105616",Cambridge MA 2138,01.08.2008,15.09.2017,,mobile,1,4,31514
1150000,766666,0,3,717,3,11.09.2011,3150,25.04.2011,01.01.2007,Unique,Failed,2,29.08.2013,3,Medium (2M+),2,2300000,26,Pixelpipe,CA,San Francisco,94103,"37,764395","-122,401024",Unknown,01.01.2008,29.11.2015,,mobile,2,4,10751
4900000,980000,1,5,2875,5,01.11.2005,4746,01.07.2008,01.01.2002,Unique,Successful (Acquired),8,17.09.2013,5,Medium (2M+),2,4900000,1115,Boomi,PA,Berwyn,19312,"40,063476","-75,457492",Unknown,01.03.2000,,12.10.2016,enterprise,1,4,863
1833333,5500000,0,1,0,1,01.01.2007,0,29.05.2008,29.05.2008,Unique,Failed,0,01.01.2007,1,Medium (2M+),1,5500000,390,Elanti Systems,NJ,Somerset,8873,"40,535316","-74,521435",Unknown,01.01.2007,07.02.2015,,software,3,1,23234
20000000,80000000,1,1,0,1,01.01.2004,1551,22.05.2007,21.12.2005,Unique,Successful (Acquired),0,01.01.2004,1,High (50M+),3,80000000,269,Intelliden,CA,Menlo Park,94025,"37,4587657","-122,1725191",Unknown,01.01.2000,,17.08.2015,software,4,5,17542
15000000,7500000,0,2,1038,2,02.03.2010,0,29.07.2005,29.07.2005,Unique,Failed,3,02.01.2013,2,Medium-High (10M+),1,15000000,312,Current Media,CA,San Francisco,94107,"37,7795182","-122,3902619",Unknown,01.01.2005,10.12.2017,,network_hosting,1,12,1895
12000000,12000000,1,3,1971,3,01.06.2008,1394,29.04.2007,01.06.2005,Unique,Successful (Acquired),5,23.10.2013,3,Medium-High (10M+),2,36000000,592,Vudu,CA,Santa Clara,95051,"37,354469","-121,990433",Santa Clara CA 95051,01.01.2004,,27.02.2015,hardware,3,11,335
9000000,4500000,0,2,870,2,01.07.2008,1656,04.02.2011,29.10.2008,Unique,Failed,2,18.11.2010,2,Medium (2M+),2,9000000,324,Kashless,WA,Seattle,98119,"47,6257402","-122,3581623",Unknown,01.09.2008,03.05.2016,,ecommerce,1,1,19538
8600000,8600000,1,1,0,1,01.01.2004,740,02.03.2006,25.02.2005,Unique,Successful (Acquired),0,01.01.2004,1,Medium (2M+),2,8600000,510,Lockdown Networks,WA,Seattle,98119,"47,603832","-122,330062",Seattle WA 98119,01.01.2001,,27.03.2016,public_relations,1,6,28768
500000,0,0,,,,,0,07.10.2009,07.10.2009,Unique,Failed,,,,Small Investment (<2M),1,500000,521,Three Screen Games,PA,Yardley,19067,"40,245664","-74,845997",Yardley PA 19067,01.01.2009,09.07.2015,,games_video,1,3,29605
6304858,18914576,1,1,0,1,01.01.2007,9595,20.04.2010,17.01.2005,Unique,Successful (Acquired),0,01.01.2007,1,Medium-High (10M+),5,18914576,332,SchemaLogic,WA,Kirkland,Unknown,"47,675489","-122,191667",Kirkland WA 98033-6314,01.01.2001,,18.02.2017,enterprise,3,2,19861
11666666,17500000,0,2,44,2,07.08.2010,0,21.10.2008,21.10.2008,Unique,Failed,0,20.09.2010,2,Medium-High (10M+),1,35000000,755,Mail.com Media Corporation,CA,Los Angeles,90301,"34,054935","-118,244476",Los Angeles CA 90301,01.01.2004,16.11.2015,,web,3,4,43480
3666666,0,1,,,,,0,28.06.2005,28.06.2005,Unique,Successful (Acquired),,,,Medium-High (10M+),1,11000000,682,Cloverleaf Communications,NY,Woodbury,11797,"40,825655","-73,467622",Woodbury NY 11797,01.01.2001,,18.06.2019,public_relations,3,2,39283
7210210,7210210,1,1,0,1,01.01.2010,5076,15.02.2012,25.08.2008,Unique,Successful (Acquired),0,01.01.2010,1,Medium (2M+),4,7210210,419,Certify Data Systems,CA,San Jose,95128,"37,317847","-121,948469",Unknown,01.01.2004,,28.08.2016,enterprise,1,4,24860
7100000,2366666,1,3,3519,3,01.08.2001,1480,10.08.2005,01.08.2003,Unique,Successful (Acquired),10,21.03.2011,3,Medium (2M+),2,7100000,877,Simple Star,CA,San Francisco,94107,"37,775228","-122,39963",Unknown,01.01.2001,,28.01.2015,web,1,3,522
3533333,10600000,0,1,0,1,01.09.2002,1400,27.03.2007,26.04.2005,Unique,Failed,0,01.09.2002,1,Medium-High (10M+),2,10600000,764,Defywire,VA,Reston,20191,"38,958402","-77,357974",Reston VA 20191,01.01.2003,30.07.2015,,mobile,3,2,43875
5900000,0,0,,,,,0,01.01.2007,01.01.2007,Unique,Failed,,,,Medium (2M+),3,5900000,1131,LeisureLogix,FL,Tampa,33635,"28,032975","-82,64611",Unknown,01.08.2006,14.04.2018,,software,1,5,9106
15000,15000,0,1,0,1,29.01.2012,0,29.01.2012,29.01.2012,Unique,Failed,0,29.01.2012,1,Small Investment (<2M),1,15000,159,Friendsignia,TN,Memphis,Unknown,"35,149022","-90,051628",Memphis TN 38103-4717,29.01.2012,22.05.2018,,web,1,2,155621
950000,950000,0,2,650,2,01.05.2010,142,19.05.2010,09.03.2010,Unique,Failed,2,10.02.2012,2,Small Investment (<2M),2,1900000,753,Stickybits,NY,New York,10003,"40,729839","-73,991781",New York NY 10003,01.01.2009,14.03.2018,,web,2,7,43416
2996158,5992316,1,1,0,1,01.01.2010,2026,23.03.2010,14.06.2007,Unique,Successful (Acquired),0,01.01.2010,1,Medium (2M+),2,5992316,776,Movero Technology,TX,Austin,78759,"30,409765","-97,75101",Austin TX 78759,01.01.2003,,23.07.2018,enterprise,2,5,44434
1310000,1310000,0,1,0,1,12.07.2011,0,13.07.2010,13.07.2010,Unique,Failed,0,12.07.2011,1,Small Investment (<2M),1,1310000,961,Blue Buzz Network,CA,San Francisco,94110,"37,779281","-122,419236",San Francisco CA 94110,01.01.2006,08.09.2018,,news,1,1,60186
1500000,1500000,1,2,496,2,01.02.2011,0,28.06.2011,28.06.2011,Unique,Successful (Acquired),1,11.06.2012,2,Medium (2M+),1,3000000,1082,FlashSoft,CA,Sunnyvale,94089,"37,36883","-122,03635",Sunnyvale CA 94089,25.11.2009,,22.01.2017,software,2,6,80433
1750000,3500000,1,3,1584,3,01.03.2009,792,31.03.2011,10.07.2010,Unique,Successful (Acquired),4,02.07.2013,3,Medium-High (10M+),3,10500000,925,Qwiki,NY,New York,10003,"40,729839","-73,991781",New York NY 10003,01.10.2009,,30.11.2016,photo_video,6,14,56989
15000000,7500000,1,2,1034,2,01.01.2011,0,16.11.2011,16.11.2011,Unique,Successful (Acquired),2,30.10.2013,2,Medium-High (10M+),1,15000000,993,ServiceMesh,CA,Santa Monica,90401,"34,019657","-118,487549",Santa Monica CA 90401,01.01.2008,,16.06.2017,enterprise,1,9,64694
507000,1267500,1,2,884,2,01.02.2011,822,16.02.2011,01.01.2010,Unique,Successful (Acquired),2,04.07.2013,2,Medium (2M+),2,2535000,870,1000memories,CA,San Francisco,94110,"37,779281","-122,419236",San Francisco CA 94110,01.07.2010,,19.03.2019,web,5,8,51379
1650000,1100000,1,3,1032,3,01.07.2008,612,01.02.2008,01.04.2007,Unique,Successful (Acquired),3,28.04.2011,3,Medium (2M+),2,3300000,291,NuConomy,CA,San Francisco,94115,"37,795191","-122,430411",Unknown,01.01.2006,,01.09.2015,advertising,2,4,1789
19389998,9694999,1,2,1036,2,01.06.2010,9410,25.02.2013,01.01.2008,Unique,Successful (Acquired),3,02.04.2013,2,Medium-High (10M+),5,19389998,281,Livemocha,WA,Seattle,98104,"47,6399006","-122,1914274",Unknown,01.09.2007,,03.02.2018,education,1,14,1767
3030959,4041279,1,3,438,3,02.01.2012,1132,05.04.2012,27.06.2011,Unique,Successful (Acquired),1,15.03.2013,3,Medium-High (10M+),4,12123837,1070,Lore,NY,New York,10013,"40,730646","-73,986614",New York NY 10013,01.03.2011,,28.06.2016,education,4,5,78868
10075000,8060000,1,5,2710,5,01.09.2005,6255,05.12.2011,21.03.2006,Unique,Successful (Acquired),8,31.01.2013,5,Medium-High (10M+),3,40300000,124,mFoundry,CA,Larkspur,94939,"37,862592","-122,493561",Unknown,01.01.2004,,22.03.2016,mobile,4,7,14608
16203498,81017493,1,1,0,1,01.01.2008,7084,15.03.2010,09.05.2005,Unique,Successful (Acquired),0,01.01.2008,1,High (50M+),4,81017493,373,Fulcrum Microsystems,CA,Calabasas,91302,"34,1411985","-118,7040908",Unknown,01.01.2000,,03.06.2015,semiconductor,5,2,22712
10375004,8300003,1,5,1410,5,01.07.2008,5076,21.04.2010,30.10.2006,Unique,Successful (Acquired),4,10.05.2012,5,Medium-High (10M+),4,41500019,995,Thumbplay,NY,New York,10012,"40,725435","-73,997395",Unknown,01.09.2004,,31.05.2019,music,4,13,649
18633333,55900000,0,1,0,1,01.01.2006,11166,21.05.2012,17.04.2007,Unique,Failed,0,01.01.2006,1,High (50M+),6,55900000,265,Shocking Technologies,CA,San Jose,95138,"37,261986","-121,784279",Unknown,01.01.2006,28.07.2018,,hardware,3,2,17501
4700000,4700000,1,2,36,2,01.08.2011,1414,16.12.2009,09.01.2008,Unique,Successful (Acquired),0,06.09.2011,2,Medium (2M+),2,9400000,142,Quantivo,CA,Emeryville,94608,"37,5455355","-122,3208802",Unknown,01.01.2005,,07.11.2017,analytics,2,11,15017
8000000,2000000,1,4,772,4,28.06.2010,0,12.01.2006,12.01.2006,Unique,Successful (Acquired),2,09.08.2012,4,Medium (2M+),1,8000000,1045,thePlatform,WA,Seattle,98104,"47,617838","-122,356027",Unknown,01.01.2000,,17.08.2015,web,1,19,7440
15650000,15650000,1,1,0,1,01.01.2006,2145,24.04.2008,10.05.2006,Unique,Successful (Acquired),0,01.01.2006,1,Medium-High (10M+),3,15650000,407,Prenova,GA,Atlanta,30350,"33,982967","-84,346041",Unknown,01.01.2002,,02.03.2017,cleantech,1,1,24274
19000000,25333333,1,3,846,3,25.05.2010,444,21.06.2010,11.11.2009,Unique,Successful (Acquired),2,17.09.2012,3,High (50M+),2,76000000,385,Playdom,CA,Palo Alto,94306,"37,393536","-122,076747",Unknown,01.02.2008,,04.08.2015,games_video,4,37,23125
3800000,9500000,1,2,42,2,01.11.2010,3819,13.12.2010,19.06.2007,Unique,Successful (Acquired),0,13.12.2010,2,Medium-High (10M+),3,19000000,384,SensorLogic,TX,Addison,75001,"32,958634","-96,823641",Unknown,01.01.2002,,02.07.2019,enterprise,5,4,23107
30352185,20234790,1,3,645,3,30.03.2011,11668,15.12.2010,20.12.2002,Unique,Successful (Acquired),2,04.01.2013,3,High (50M+),4,60704370,399,Zipcar,GA,NW Atlanta,30309,"33,7862629","-84,3877936",Unknown,31.10.2000,,23.05.2015,transportation,2,35,23756
510000,510000,1,2,354,2,01.09.2011,464,20.04.2011,31.08.2010,Unique,Successful (Acquired),1,20.08.2012,2,Small Investment (<2M),2,1020000,1047,Giftiki,CA,San Francisco,94107,"37,779281","-122,419236",San Francisco CA 94107,01.06.2009,,29.05.2016,social,2,4,74743
650000,325000,0,2,252,2,01.08.2012,504,10.04.2013,01.08.2012,Unique,Failed,1,10.04.2013,2,Small Investment (<2M),2,650000,323,walkby,IL,Chicago,60654,"41,8969173","-87,6435474",Unknown,01.08.2012,29.12.2014,,ecommerce,1,6,195311
12500000,12500000,1,2,650,2,22.01.2007,2241,18.10.2007,01.10.2005,Unique,Successful (Acquired),1,01.11.2008,2,Medium-High (10M+),3,25000000,120,TrustedID,CA,Palo Alto,94306,"37,520592","-122,255907",Unknown,01.01.2005,,24.11.2019,security,2,5,1447
95833,287500,1,2,406,2,01.02.2011,0,01.11.2011,01.11.2011,Unique,Successful (Acquired),1,12.03.2012,2,Small Investment (<2M),1,575000,881,Fondu,NY,New York,10001,"40,750519","-73,993494",New York NY 10001,01.02.2010,,06.09.2018,web,6,4,52566
7575000,15150000,0,2,1598,2,01.01.2006,3342,26.05.2011,07.05.2008,Unique,Failed,4,18.05.2010,2,Medium-High (10M+),3,30300000,398,Ecast,CA,San Francisco,94108,"37,779281","-122,419236",San Francisco CA 94108,01.01.1999,05.06.2019,,games_video,4,9,23692
300000,75000,0,4,1056,4,01.01.2008,0,01.09.2007,01.09.2007,Unique,Failed,2,20.11.2010,4,Small Investment (<2M),1,300000,976,DotSpots,CA,Torrance,90501,"33,831671","-118,315766",Unknown,01.09.2007,30.07.2019,,public_relations,1,5,6219
5800000,29000000,1,1,0,1,01.05.2007,1188,23.10.2006,08.03.2005,Unique,Successful (Acquired),0,01.05.2007,1,Medium-High (10M+),2,29000000,364,Colubris Networks,MA,Waltham,2451,"42,37564","-71,2358",Waltham MA 2451,01.01.2000,,20.05.2019,public_relations,5,9,22027
2000000,2000000,0,1,0,1,13.11.2013,0,15.01.2008,15.01.2008,Unique,Failed,0,13.11.2013,1,Medium (2M+),1,2000000,157,Rudder,TX,Houston,77027,"29,739322","-95,444747",Unknown,01.10.2006,07.07.2016,,web,1,3,15509
4700000,1175000,0,4,1936,4,01.01.2006,240,01.06.2007,01.02.2007,Unique,Failed,5,20.04.2011,4,Medium (2M+),2,4700000,894,Wesabe,CA,San Francisco,94104,"37,793148","-122,402567",Unknown,01.12.2005,09.02.2017,,web,1,3,54
3150000,6300000,1,1,0,1,07.02.2013,1970,07.12.2010,27.03.2008,Unique,Successful (Acquired),0,07.02.2013,1,Medium (2M+),2,6300000,482,threadsy,CA,San Francisco,94107,"37,775206","-122,419209",Unknown,01.06.2008,,24.12.2017,messaging,2,7,27591
3529175,1176391,0,3,786,3,17.07.2008,412,28.12.2009,05.06.2009,Unique,Failed,2,10.09.2010,3,Medium (2M+),2,3529175,1015,Loud3r,CA,Pasadena,91105,"34,147645","-118,144478",Pasadena CA 91105,01.09.2007,20.10.2019,,web,1,12,6854
11000000,44000000,1,1,0,1,01.07.2007,2799,23.08.2007,01.02.2005,Unique,Successful (Acquired),0,01.07.2007,1,Medium-High (10M+),3,44000000,288,Luminary Micro,TX,Austin,78746,"30,306591","-97,826727",Unknown,01.01.2004,,25.07.2017,semiconductor,4,2,17809
350000,350000,0,1,0,1,01.10.2011,2372,01.04.2012,01.01.2009,Unique,Failed,0,01.10.2011,1,Small Investment (<2M),2,350000,133,"MoveableCode, Inc.",RI,Providence,2903,"41,818712","-71,411775",Unknown,01.01.2010,21.07.2017,,mobile,1,3,148566
14150000,7075000,1,4,1212,4,25.05.2010,6180,21.05.2008,01.01.2005,Unique,Successful (Acquired),3,16.09.2013,4,Medium-High (10M+),5,28300000,710,Flock,CA,Menlo Park,94025,"37,491356","-122,228843",Unknown,01.01.2005,,23.01.2015,web,2,17,410
25000000,25000000,1,1,0,1,01.01.2004,0,29.09.2006,29.09.2006,Unique,Successful (Acquired),0,01.01.2004,1,Medium-High (10M+),1,25000000,573,NeoGuide Systems,CA,San Jose,95134,"37,404788","-121,940842",San Jose CA 95134,01.01.2000,,26.12.2015,biotech,1,3,31936
3800000,11400000,0,1,0,1,01.01.2011,10204,14.02.2012,19.02.2005,Unique,Failed,0,01.01.2011,1,Medium-High (10M+),4,11400000,488,Correlix,NY,New York,10038,"40,707645","-74,010816",Unknown,01.01.2006,09.08.2016,,enterprise,3,5,27938
85714,200000,1,3,1968,3,01.12.2007,0,21.09.2009,21.09.2009,Unique,Successful (Acquired),6,22.04.2013,3,Small Investment (<2M),1,600000,1149,Fluther,CA,San Francisco,94110,"37,758062","-122,418642",Unknown,01.01.2007,,10.11.2019,web,7,5,9772
7000000,0,0,,,,,0,05.01.2007,05.01.2007,Unique,Failed,,,,Medium (2M+),1,7000000,763,Kolorific,CA,Milpitas,Unknown,"37,433646","-121,886704",Milpitas CA 95035-6261,01.01.2003,26.07.2019,,semiconductor,1,0,43873
545000,0,0,,,,,0,01.11.2009,01.11.2009,Unique,Failed,,,,Small Investment (<2M),1,545000,632,NewsBasis,CA,San Francisco,94107,"37,779281","-122,419236",San Francisco CA 94107,01.01.2009,17.06.2016,,public_relations,1,3,36276
11400000,68400000,1,1,0,1,01.01.2007,3231,17.02.2009,08.03.2006,Unique,Successful (Acquired),0,01.01.2007,1,High (50M+),3,68400000,276,Copan Systems,CO,Longmont,80501,"40,138979","-105,124465",Unknown,01.01.2002,,27.02.2017,network_hosting,6,8,17633
4750000,9500000,0,1,0,1,01.01.2008,1076,24.07.2006,01.02.2005,Unique,Failed,0,01.01.2008,1,Medium (2M+),2,9500000,805,NextMedium,CA,Los Angeles,90064,"34,054935","-118,244476",Los Angeles CA 90064,01.01.2004,09.08.2017,,software,2,7,46042
16243333,16243333,1,3,1107,3,01.01.2008,7132,23.03.2010,05.05.2005,Unique,Successful (Acquired),3,12.01.2011,3,Medium-High (10M+),4,48730000,659,Akorri Networks,MA,Littleton,1460,"42,537592","-71,51201",Littleton MA 1460,01.01.2005,,25.01.2016,software,3,5,37929
13000000,6500000,0,2,168,2,01.12.2009,804,10.12.2010,03.11.2009,Unique,Failed,1,18.05.2010,2,Medium-High (10M+),2,13000000,702,EmSense,CA,San Francisco,94107,"37,779281","-122,419236",San Francisco CA 94107,01.01.2004,22.01.2015,,hardware,1,6,40152
4700000,4700000,1,1,0,1,01.01.2010,1400,04.05.2010,03.06.2008,Unique,Successful (Acquired),0,01.01.2010,1,Medium (2M+),2,4700000,997,Accertify,IL,Itasca,60143,"42,048203","-88,031569",Unknown,01.03.2007,,12.07.2019,security,1,6,6520
24250000,16166666,1,3,1269,3,23.02.2010,7580,28.03.2011,01.02.2007,Unique,Successful (Acquired),3,15.08.2013,3,Medium-High (10M+),5,48500000,1065,Adap.tv,CA,San Mateo,94403,"37,551441","-122,291435",Unknown,01.11.2006,,22.03.2015,advertising,2,27,77
9500000,19000000,1,1,0,1,01.01.2012,2262,05.12.2011,11.11.2009,Unique,Successful (Acquired),0,01.01.2012,1,Medium-High (10M+),3,19000000,623,XtremIO,CA,Cupertino,95014,"37,320309","-122,05004",Cupertino CA 95014,01.01.2009,,18.04.2015,enterprise,2,4,35579
7400000,4933333,1,3,918,3,01.05.2010,4008,06.01.2011,09.04.2008,Unique,Successful (Acquired),2,03.11.2012,3,Medium-High (10M+),4,14800000,203,Qik,CA,Redwood City,94063,"37,486368","-122,230116",Unknown,01.06.2006,,13.03.2016,mobile,2,15,1628
13000000,0,1,,,,,0,04.08.2005,04.08.2005,Unique,Successful (Acquired),,,,Medium-High (10M+),1,26000000,536,SemEquip,MA,North Billerica,Unknown,"42,5656454","-71,3222696",Unknown,01.01.2000,,18.04.2019,semiconductor,2,3,30527
5000000,0,0,,,,,1596,07.10.2008,01.08.2006,Unique,Failed,,,,Medium (2M+),2,5000000,485,eMinor,NC,Durham,27701,"36,002893","-78,904075",Unknown,01.10.2006,29.04.2016,,software,1,9,27741
27500000,55000000,1,1,0,1,01.01.2009,910,28.01.2010,30.10.2008,Unique,Successful (Acquired),0,01.01.2009,1,High (50M+),2,55000000,436,Alnara Pharmaceuticals,MA,Cambridge,2139,"42,3624253","-71,116031",Unknown,01.01.2008,,02.11.2016,biotech,2,4,25600
2000000,2000000,1,1,0,1,01.01.2007,0,22.02.2010,22.02.2010,Unique,Successful (Acquired),0,01.01.2007,1,Medium (2M+),1,2000000,735,Allurent,MA,Cambridge,2142,"42,3751","-71,105616",Cambridge MA 2142,01.01.2005,,29.06.2019,web,1,4,42501
17050000,22733333,1,3,1569,3,01.09.2005,5073,18.08.2008,01.01.2004,Unique,Successful (Acquired),4,18.12.2009,3,High (50M+),3,68200000,697,Pure Digital Technologies,CA,San Francisco,94108,"37,779281","-122,419236",San Francisco CA 94108,01.09.2001,,24.06.2017,hardware,4,11,3991
41000000,20500000,0,2,542,2,01.03.2012,468,23.03.2011,01.08.2010,Unique,Failed,1,25.08.2013,2,Medium-High (10M+),2,41000000,1031,Color Labs Inc.,CA,Palo Alto,94301,"37,441537","-122,158332",Palo Alto CA 94301,01.08.2010,27.08.2017,,other,1,11,71852
15286415,15286415,1,1,0,1,28.09.2010,6165,29.01.2013,15.06.2007,Unique,Successful (Acquired),0,28.09.2010,1,Medium-High (10M+),3,15286415,5,StudioNow,TN,Nashville,37212,"36,13996","-86,796377",Unknown,01.01.2007,,29.04.2015,photo_video,1,2,10158
14000000,14000000,1,1,0,1,01.01.2008,2,02.01.2008,01.01.2008,Unique,Successful (Acquired),0,01.01.2008,1,Medium-High (10M+),2,14000000,263,HiWired,MA,Needham,2494,"42,2960173","-71,2128734",Unknown,01.01.2004,,08.11.2017,software,1,2,17433
6522500,0,1,,,,,2748,23.03.2010,05.05.2008,Unique,Successful (Acquired),,,,Medium-High (10M+),4,13045000,260,Crossing Automation,CA,Mountain View,94043,"37,431091","-122,099263",Unknown,01.01.2003,,18.06.2015,semiconductor,2,2,17320
28300000,7075000,1,4,948,4,01.04.2009,2058,17.03.2009,01.05.2007,Unique,Successful (Acquired),2,03.11.2011,4,Medium-High (10M+),3,28300000,989,Quattro Wireless,MA,Waltham,2453,"42,3729","-71,248472",Unknown,01.10.2006,,26.09.2019,advertising,1,17,637
4750000,4750000,1,2,1908,2,01.01.2006,3969,21.12.2010,08.05.2007,Unique,Successful (Acquired),5,23.03.2011,2,Medium (2M+),3,9500000,58,Sentrigo,CA,Santa Clara,95054,"37,55911","-122,303493",Unknown,01.10.2006,,17.10.2019,software,2,9,12173
